time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-02-21T05:56:15.640Z,37.6426667,-118.9296667,8.87,0.51,md,10,151,0.02255,0.06,nc,nc72398705,2015-02-24T05:57:02.985Z,"3km E of Mammoth Lakes, California",earthquake
2015-02-21T05:53:36.700Z,37.6443333,-118.9406667,7.21,0.23,md,19,63,0.02964,0.08,nc,nc72398700,2015-02-24T23:32:48.580Z,"2km E of Mammoth Lakes, California",earthquake
2015-02-21T05:50:51.500Z,37.6378333,-118.9328333,8.24,0.37,md,18,76,0.02651,0.03,nc,nc72398695,2015-02-24T01:19:03.412Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:49:49.510Z,37.638,-118.938,8.04,0.62,md,24,72,0.02707,0.08,nc,nc72398690,2015-02-24T23:32:46.370Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:46:07.010Z,37.638,-118.9391667,8.06,0.69,md,24,74,0.02649,0.08,nc,nc72398685,2015-02-24T23:32:17.300Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:42:17.120Z,37.6383333,-118.9356667,7.96,1.22,md,30,69,0.02854,0.07,nc,nc72398680,2015-02-24T23:57:07.866Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:41:33.510Z,37.6381667,-118.9383333,7.91,1.14,md,25,73,0.02704,0.07,nc,nc72398675,2015-02-24T23:55:06.289Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:40:49.970Z,37.6368333,-118.9353333,8.04,1.47,md,35,70,0.02763,0.06,nc,nc72398670,2015-02-24T23:54:05.735Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:37:59.610Z,37.6356667,-118.9371667,7.98,0.46,md,20,82,0.02578,0.06,nc,nc72398665,2015-02-24T23:30:12.890Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:37:29.740Z,37.6365,-118.9353333,7.71,1.29,md,26,71,0.02739,0.06,nc,nc72398660,2015-02-24T23:52:05.549Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:36:53.720Z,37.6355,-118.9343333,7.83,2.07,md,38,72,0.02668,0.05,nc,nc72398650,2015-02-24T02:37:04.151Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:34:33.190Z,37.6366667,-118.9303333,8.53,0.76,md,17,96,0.02422,0.02,nc,nc72398655,2015-02-23T18:09:06.917Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:30:21.900Z,37.6381667,-118.938,8.05,0.77,md,26,72,0.0272,0.08,nc,nc72398645,2015-02-24T23:29:41.700Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:28:30.170Z,37.637,-118.9338333,7.76,1.45,md,35,68,0.02688,0.07,nc,nc72398640,2015-02-24T23:50:04.351Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:19:04.590Z,37.1055,-121.0975,6.8,0.87,md,9,106,0.03807,0.09,nc,nc72398635,2015-02-24T23:29:10.490Z,"19km SSW of Gustine, California",earthquake
2015-02-21T05:18:07.180Z,37.0858333,-121.1031667,6.23,1.09,md,15,99,0.03417,0.04,nc,nc72398625,2015-02-24T23:28:41.330Z,"21km SSW of Gustine, California",earthquake
2015-02-21T05:16:56.460Z,37.637,-118.9381667,7.89,1,md,27,74,0.02623,0.09,nc,nc72398620,2015-02-24T23:28:39.230Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:16:50.800Z,38.84,-122.803,2.32,0.68,md,24,53,0.01001,0.03,nc,nc72398630,2015-02-24T01:49:04.536Z,"7km WNW of Cobb, California",earthquake
2015-02-21T05:16:42.867Z,41.865,-119.6358,7.6523,2.91,ml,5,122.75,0.148,0.1589,nn,nn00483878,2015-02-21T17:06:38.090Z,"74km SE of Lakeview, Oregon",earthquake
2015-02-21T05:16:29.760Z,37.6371667,-118.939,7.54,0.9,md,25,77,0.02593,0.09,nc,nc72398610,2015-02-24T23:27:10.130Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:16:12.000Z,37.6368333,-118.94,8.04,0.85,md,26,78,0.02517,0.08,nc,nc72398605,2015-02-24T23:48:05.420Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:13:56.434Z,41.8603,-119.6521,7.3252,1.08,ml,5,222.85,0.142,0.104,nn,nn00483910,2015-02-21T15:15:02.653Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-21T05:09:16.400Z,36.0513333,-117.6016667,1.1,1.03,ml,18,99,0.09153,0.19,ci,ci37098895,2015-02-21T17:28:36.850Z,"30km ENE of Little Lake, California",earthquake
2015-02-21T05:06:25.140Z,37.634,-118.9371667,7.49,0.58,md,27,76,0.02461,0.07,nc,nc72398600,2015-02-24T23:46:05.170Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:05:10.720Z,37.6375,-118.9378333,7.71,1.56,md,37,73,0.02678,0.08,nc,nc72398595,2015-02-24T23:44:03.989Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:01:53.760Z,37.6366667,-118.9315,8.48,0.38,md,17,98,0.02506,0.03,nc,nc72398590,2015-02-23T17:39:11.340Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:00:31.340Z,37.6388333,-118.9398333,7.43,1.04,md,25,74,0.02684,0.1,nc,nc72398580,2015-02-24T23:42:05.375Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T05:00:25.130Z,37.6421667,-118.9393333,7.38,0.35,md,25,67,0.02951,0.09,nc,nc72398575,2015-02-24T23:40:07.210Z,"2km ESE of Mammoth Lakes, California",earthquake
2015-02-21T04:59:34.850Z,37.6361667,-118.932,8.41,0.85,md,17,99,0.02521,0.03,nc,nc72398585,2015-02-23T17:32:09.520Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T04:58:59.090Z,37.6396667,-118.9328333,7.96,0.6,md,19,71,0.02631,0.03,nc,nc72398565,2015-02-23T17:19:07.230Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-21T04:54:45.000Z,61.6485,-150.1058,27.6,2,ml,,,,0.56,ak,ak11514639,2015-02-21T05:39:20.632Z,"11km SSW of Willow, Alaska",earthquake
2015-02-21T04:50:39.250Z,37.509,-121.4931667,5.07,1.18,md,20,170,0.05325,0.07,nc,nc72398555,2015-02-24T07:17:05.393Z,"26km SSW of Tracy, California",earthquake
2015-02-21T04:48:05.040Z,37.6431667,-118.9585,10.53,0.32,md,8,302,0.04346,0.03,nc,nc72398550,2015-02-24T02:34:02.448Z,"1km ESE of Mammoth Lakes, California",earthquake
2015-02-21T04:47:08.470Z,36.3934,-97.3116,3.39,3.1,mb_lg,,54,0.377,0.42,us,usc000ts3n,2015-02-21T12:49:40.938Z,"11km N of Perry, Oklahoma",earthquake
2015-02-21T04:43:50.120Z,38.8391685,-122.829834,2.72,1.62,md,25,55,0.004453,0.03,nc,nc72398545,2015-02-21T08:12:02.407Z,"9km WNW of Cobb, California",earthquake
2015-02-21T04:40:09.888Z,41.8649,-119.6424,8.1526,1.15,ml,5,222.27,0.145,0.1508,nn,nn00483866,2015-02-21T04:52:38.637Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-21T04:39:08.092Z,37.022,-117.5467,12.0182,0.8,ml,4,160.22,0.147,0.1209,nn,nn00483863,2015-02-21T05:25:28.519Z,"65km NE of Lone Pine, California",earthquake
2015-02-21T04:15:55.519Z,41.8444,-119.6401,6.72,1.6,ml,5,131.13,0.16,0.148,nn,nn00483861,2015-02-21T17:04:09.540Z,"70km ESE of Lakeview, Oregon",earthquake
2015-02-21T04:06:05.730Z,38.7896652,-122.7344971,2.22,0.47,md,9,81,0.006651,0.01,nc,nc72398540,2015-02-21T05:06:03.178Z,"2km NE of The Geysers, California",earthquake
2015-02-21T03:59:00.388Z,39.2704,-120.3839,8.4235,0.69,ml,10,187.21,0.095,0.1367,nn,nn00483859,2015-02-21T04:11:25.827Z,"18km WSW of Truckee, California",earthquake
2015-02-21T03:58:40.810Z,33.3401667,-116.3476667,9.73,0.52,ml,15,115,0.0924,0.28,ci,ci37098847,2015-02-21T17:28:48.040Z,"10km NNE of Borrego Springs, California",earthquake
2015-02-21T03:53:51.170Z,33.1348333,-116.0673333,12.24,1.46,ml,41,42,0.1602,0.4,ci,ci37098839,2015-02-21T17:28:42.350Z,"6km E of Ocotillo Wells, California",earthquake
2015-02-21T03:49:34.889Z,41.8609,-119.6461,6.9427,3.06,ml,5,122.45,0.145,0.1752,nn,nn00483856,2015-02-21T17:02:47.180Z,"69km ESE of Lakeview, Oregon",earthquake
2015-02-21T03:47:39.770Z,38.8161659,-122.8288345,3.06,0.44,md,8,97,0.007292,0.02,nc,nc72398530,2015-02-21T05:06:02.788Z,"7km NW of The Geysers, California",earthquake
2015-02-21T03:42:48.590Z,39.713,143.675,10,4.7,mb,,135,2.333,0.84,us,usc000ts2p,2015-02-21T11:45:30.048Z,"148km E of Miyako, Japan",earthquake
2015-02-21T03:36:44.500Z,34.6196667,-116.5885,7.49,1.28,ml,19,59,0.03817,0.34,ci,ci37098823,2015-02-21T17:28:51.748Z,"40km ENE of Lucerne Valley, California",earthquake
2015-02-21T03:14:27.340Z,33.4725,-116.429,15.49,0.13,ml,15,156,0.05084,0.13,ci,ci37098807,2015-02-23T17:08:11.843Z,"24km SSW of La Quinta, California",earthquake
2015-02-21T03:05:48.000Z,63.2733,-151.5614,0.4,1.7,ml,,,,0.57,ak,ak11514625,2015-02-21T04:39:53.948Z,"129km NW of Talkeetna, Alaska",earthquake
2015-02-21T03:05:04.080Z,36.0568333,-117.5906667,1.1,1.27,ml,24,68,0.08238,0.3,ci,ci37098791,2015-02-21T17:30:50.610Z,"31km ENE of Little Lake, California",earthquake
2015-02-21T02:28:31.000Z,61.2726,-150.1702,45.4,1.6,ml,7,104.399991648001,,0.31,ak,ak11514623,2015-02-21T04:05:17.053Z,"15km WNW of Anchorage, Alaska",earthquake
2015-02-21T02:17:36.000Z,59.5778,-152.8702,100,2.4,ml,,,,,ak,ak11514501,2015-02-21T04:03:38.015Z,"62km WSW of Anchor Point, Alaska",earthquake
2015-02-21T02:14:08.420Z,38.9288333,-122.6891667,0.01,1.26,md,12,289,0.06425,0.08,nc,nc72398515,2015-02-24T00:36:28.500Z,"6km WSW of Clearlake, California",quarry blast
2015-02-21T01:54:16.570Z,39.8808,-120.7929,8.5672,0.49,ml,7,183.3,0.062,0.199,nn,nn00483876,2015-02-21T05:15:34.192Z,"10km ESE of East Quincy, California",earthquake
2015-02-21T01:48:28.550Z,33.3593333,-116.2708333,9.14,0.8,ml,25,62,0.1526,0.24,ci,ci37098727,2015-02-21T02:56:54.067Z,"15km NE of Borrego Springs, California",earthquake
2015-02-21T01:47:37.732Z,36.766,-116.2648,5.8942,1.72,ml,26,54.6,0.057,0.1393,nn,nn00483844,2015-02-22T16:35:37.941Z,"46km ESE of Beatty, Nevada",earthquake
2015-02-21T01:40:57.407Z,37.184,-117.25,11.1862,2.09,ml,31,78.74,0.199,0.1548,nn,nn00483842,2015-02-21T02:17:42.369Z,"53km NW of Beatty, Nevada",earthquake
2015-02-21T01:40:33.000Z,63.0834,-151.4029,0,1.5,ml,,,,0.65,ak,ak11514498,2015-02-21T02:24:43.578Z,"107km NW of Talkeetna, Alaska",earthquake
2015-02-21T01:32:17.500Z,19.0597,-66.8247,52,2.9,Md,12,270,0.64229543,0.4,pr,pr15052001,2015-02-21T09:34:59.103Z,"63km N of Hatillo, Puerto Rico",earthquake
2015-02-21T01:24:50.000Z,64.8063,-146.0605,14.5,2.4,ml,,,,0.94,ak,ak11514492,2015-02-21T02:24:48.279Z,"49km ENE of Eielson Air Force Base, Alaska",earthquake
2015-02-21T01:23:28.300Z,18.3955,-67.4862,8,2.9,Md,17,302.4,0.36291937,0.74,pr,pr15052000,2015-02-21T09:26:08.871Z,"25km WNW of Rincon, Puerto Rico",earthquake
2015-02-21T01:15:20.000Z,61.6308,-150.3615,45.7,1.8,ml,,,,0.39,ak,ak11514481,2015-02-21T02:24:47.650Z,"21km SW of Willow, Alaska",earthquake
2015-02-21T01:09:57.500Z,19.3847,-155.2808,2.3,1.7,Ml,,68.4,0,0.09,hv,hv60856431,2015-02-24T02:19:50.085Z,"6km SW of Volcano, Hawaii",earthquake
2015-02-21T00:57:37.730Z,-20.6518,-178.2844,621.35,4.7,mb,,105,4.51,0.82,us,usc000ts1u,2015-02-21T09:00:07.527Z,"43km E of Ndoi Island, Fiji",earthquake
2015-02-21T00:41:49.290Z,38.822834,-122.8468323,2.6,0.43,md,8,124,0.009146,0.02,nc,nc72398475,2015-02-21T00:43:30.600Z,"9km WNW of The Geysers, California",earthquake
2015-02-21T00:37:16.000Z,62.134,-147.532,34.7,1.8,ml,,,,0.53,ak,ak11514479,2015-02-21T01:30:43.591Z,"78km ENE of Sutton-Alpine, Alaska",earthquake
2015-02-21T00:36:41.760Z,34.3248333,-116.9363333,0.01,1.92,ml,47,39,0.0637,0.15,ci,ci37098655,2015-02-24T00:17:06.877Z,"9km NNW of Big Bear Lake, California",quarry blast
2015-02-21T00:34:49.610Z,41.8896,-119.5936,0.592,1.08,ml,5,219.45,0.162,0.1304,nn,nn00483841,2015-02-21T03:02:08.800Z,"70km ESE of Lakeview, Oregon",earthquake
2015-02-21T00:34:39.850Z,33.6201667,-116.6798333,13.39,0.17,ml,17,78,0.04664,0.07,ci,ci37098647,2015-02-21T02:51:44.827Z,"7km N of Anza, California",earthquake
2015-02-21T00:32:55.368Z,41.8971,-119.5665,3.1562,1.57,ml,5,126.27,0.178,0.1343,nn,nn00483829,2015-02-21T01:48:28.439Z,"72km ESE of Lakeview, Oregon",earthquake
2015-02-21T00:31:15.070Z,34.0438333,-117.5043333,17.72,1.24,ml,36,61,0.06161,0.22,ci,ci37098631,2015-02-21T02:49:55.960Z,"4km NNW of Glen Avon, California",earthquake
2015-02-21T00:25:45.200Z,36.0591667,-117.5918333,1.1,0.53,ml,14,104,0.08333,0.22,ci,ci37098623,2015-02-21T02:45:19.692Z,"31km ENE of Little Lake, California",earthquake
2015-02-21T00:24:25.510Z,36.0631667,-117.5916667,0.74,1.13,ml,25,50,0.08334,0.23,ci,ci37098615,2015-02-21T02:43:45.330Z,"32km ENE of Little Lake, California",earthquake
2015-02-21T00:21:54.080Z,38.9178333,-122.6896667,0.01,1.3,md,35,97,0.02535,0.16,nc,nc72398460,2015-02-21T04:44:04.249Z,"6km W of Lower Lake, California",quarry blast
2015-02-21T00:18:52.000Z,63.1111,-151.3249,0.1,1.5,ml,,,,0.56,ak,ak11514474,2015-02-21T01:30:37.510Z,"107km NW of Talkeetna, Alaska",earthquake
2015-02-21T00:07:05.000Z,64.966,-147.3407,0,1.4,ml,,,,0.44,ak,ak11514473,2015-02-21T01:30:42.317Z,"20km NNE of Badger, Alaska",earthquake
2015-02-20T23:56:52.450Z,39.1492,144.0899,18.66,4.9,mb,,142,2.887,0.9,us,usc000ts1l,2015-02-21T07:59:23.601Z,"187km E of Yamada, Japan",earthquake
2015-02-20T23:45:37.720Z,38.8196678,-122.8274994,3.3,0.43,md,9,84,0.006816,0.02,nc,nc72398440,2015-02-20T23:47:16.740Z,"7km NW of The Geysers, California",earthquake
2015-02-20T23:43:39.504Z,41.9102,-119.5738,5.6732,2.96,ml,5,125.21,0.168,0.1018,nn,nn00483819,2015-02-21T07:46:22.379Z,"71km ESE of Lakeview, Oregon",earthquake
2015-02-20T23:41:07.000Z,58.2294,-155.9721,144.4,2.9,ml,,,,0.79,ak,ak11514403,2015-02-24T18:54:28.556Z,"65km SE of King Salmon, Alaska",earthquake
2015-02-20T23:30:43.290Z,45.0768333,-110.3836667,4.47,0.86,md,8,149,0.254,0.2,uu,uu60102497,2015-02-23T18:26:48.078Z,"68km S of Livingston, Montana",earthquake
2015-02-20T23:30:12.100Z,18.912,-64.5763,29,2.2,Md,3,313.2,0.49407341,0.07,pr,pr15051009,2015-02-21T03:35:03.032Z,"54km N of Road Town, British Virgin Islands",earthquake
2015-02-20T23:28:54.000Z,61.9903,-148.6419,36.6,1.5,ml,,,,0.47,ak,ak11514401,2015-02-24T18:49:47.427Z,"24km NNE of Sutton-Alpine, Alaska",earthquake
2015-02-20T23:23:34.800Z,19.3842,-155.2788,2.4,2.5,Ml,,46.8,0,0.1,hv,hv60856371,2015-02-21T03:12:16.390Z,"6km SW of Volcano, Hawaii",earthquake
2015-02-20T23:17:33.000Z,63.0337,-151.5903,8.2,2.6,ml,,,,0.74,ak,ak11514394,2015-02-24T18:50:23.830Z,"109km NW of Talkeetna, Alaska",earthquake
2015-02-20T23:17:26.000Z,64.9253,-147.2481,13.4,1.9,ml,,,,0.42,ak,ak11514392,2015-02-24T18:49:45.185Z,"19km NE of Badger, Alaska",earthquake
2015-02-20T23:11:58.000Z,61.8908,-147.2561,45.6,1.1,ml,,,,0.56,ak,ak11514391,2015-02-24T18:50:01.515Z,"84km E of Sutton-Alpine, Alaska",earthquake
2015-02-20T23:05:00.000Z,62.9583,-151.0463,108.6,1.3,ml,,,,0.33,ak,ak11516981,2015-02-24T18:50:30.307Z,"85km NNW of Talkeetna, Alaska",earthquake
2015-02-20T23:00:19.160Z,36.9371667,-121.538,5.51,1.15,md,40,42,0.02589,0.21,nc,nc72398420,2015-02-21T06:26:02.400Z,"8km SSE of Gilroy, California",earthquake
2015-02-20T22:56:48.649Z,37.1513,-117.2578,14.9121,1.03,ml,15,152.56,0.167,0.1384,nn,nn00483805,2015-02-20T23:40:28.205Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-20T22:50:59.030Z,14.7824,-93.7049,41.63,4.7,mb,,147,1.962,0.9,us,usc000ts0q,2015-02-21T06:53:40.868Z,"112km SW of Mapastepec, Mexico",earthquake
2015-02-20T22:37:50.900Z,23.6635,102.9073,10,4.6,mb,,107,2.504,1.11,us,usc000ts0n,2015-02-21T06:40:18.469Z,"10km NE of Lin'an, China",earthquake
2015-02-20T22:34:06.870Z,38.8218346,-122.7661667,2.81,0.8,md,11,73,0.009107,0.01,nc,nc72398410,2015-02-20T22:35:46.310Z,"3km W of Cobb, California",earthquake
2015-02-20T22:32:13.620Z,35.1173333,-116.6521667,4.66,1.7,ml,15,108,0.05868,0.06,ci,ci37098511,2015-02-21T03:07:22.746Z,"16km S of Fort Irwin, California",earthquake
2015-02-20T22:25:29.430Z,36.0566667,-117.6008333,1.63,0.85,ml,16,102,0.09062,0.23,ci,ci37098503,2015-02-21T02:39:57.562Z,"31km ENE of Little Lake, California",earthquake
2015-02-20T22:20:21.880Z,43.7813333,-121.3143333,0.81,1.65,md,11,148,0.02898,0.09,uw,uw60973151,2015-02-20T22:46:58.678Z,"13km ESE of Three Rivers, Oregon",earthquake
2015-02-20T22:09:36.060Z,33.6191667,-116.6858333,13.87,1.35,ml,49,42,0.04639,0.18,ci,ci37098495,2015-02-21T02:38:35.700Z,"7km N of Anza, California",earthquake
2015-02-20T21:54:43.120Z,33.9238333,-116.9921667,17.7,1.1,ml,51,29,0.1321,0.21,ci,ci37098471,2015-02-21T02:34:26.530Z,"2km WSW of Beaumont, California",earthquake
2015-02-20T21:49:16.710Z,38.8028336,-122.8186646,3.59,0.84,md,13,70,0.01019,0.02,nc,nc72398400,2015-02-20T22:23:06.623Z,"6km WNW of The Geysers, California",earthquake
2015-02-20T21:49:07.030Z,38.918,-122.6976667,0.01,1.96,md,56,59,0.02925,0.19,nc,nc72398395,2015-02-21T03:35:33.744Z,"7km SW of Clearlake, California",quarry blast
2015-02-20T21:46:42.000Z,61.7263,-148.2073,11.1,1.1,ml,,,,0.66,ak,ak11514253,2015-02-24T18:49:44.337Z,"34km ESE of Sutton-Alpine, Alaska",earthquake
2015-02-20T21:44:48.000Z,61.6987,-151.0507,74.1,1.3,ml,,,,0.31,ak,ak11514252,2015-02-24T18:50:00.543Z,"53km W of Willow, Alaska",earthquake
2015-02-20T21:41:03.010Z,-15.0763,-174.7291,543.94,4.7,mb,,123,6.074,1.07,us,usc000ts06,2015-02-21T05:43:34.442Z,"142km NW of Hihifo, Tonga",earthquake
2015-02-20T21:35:51.550Z,38.9118333,-122.6813333,0.01,1.48,md,29,104,0.02796,0.1,nc,nc72398385,2015-02-21T03:41:30.520Z,"6km W of Lower Lake, California",quarry blast
2015-02-20T21:34:32.000Z,62.9182,-151.3214,108.8,1.2,ml,,,,0.42,ak,ak11516978,2015-02-24T18:50:29.206Z,"90km NW of Talkeetna, Alaska",earthquake
2015-02-20T21:29:58.060Z,38.822834,-122.8446655,2.17,1.09,md,22,51,0.007532,0.03,nc,nc72398380,2015-02-20T22:02:07.097Z,"9km WNW of The Geysers, California",earthquake
2015-02-20T21:27:09.450Z,38.92,-122.6923333,0.01,1.86,md,42,65,0.02494,0.14,nc,nc72398375,2015-02-21T03:53:03.510Z,"7km SW of Clearlake, California",quarry blast
2015-02-20T21:24:01.260Z,33.4781667,-116.9185,4.35,0.66,ml,21,68,0.1299,0.22,ci,ci37098415,2015-02-21T02:30:27.225Z,"6km NW of Aguanga, California",earthquake
2015-02-20T21:19:35.000Z,62.1712,-150.5739,9.4,1,ml,,,,0.67,ak,ak11516977,2015-02-24T18:50:28.315Z,"29km SW of Talkeetna, Alaska",earthquake
2015-02-20T21:18:53.560Z,33.847,-117.5118333,0.01,1.42,ml,36,80,0.06296,0.37,ci,ci37098407,2015-02-21T02:25:36.674Z,"4km SSE of Home Gardens, California",quarry blast
2015-02-20T21:10:13.760Z,36.054,-117.5963333,0.77,0.83,ml,18,79,0.08706,0.25,ci,ci37098399,2015-02-21T02:20:11.470Z,"31km ENE of Little Lake, California",earthquake
2015-02-20T21:10:12.686Z,41.8779,-119.6764,6.8989,0.77,ml,3,319.53,0.117,0.0162,nn,nn00483781,2015-02-20T21:24:30.230Z,"65km ESE of Lakeview, Oregon",earthquake
2015-02-20T21:09:27.000Z,63.1946,-152.4408,10.2,0.9,ml,,,,0.88,ak,ak11516976,2015-02-24T18:50:27.297Z,"153km NW of Talkeetna, Alaska",earthquake
2015-02-20T21:05:55.080Z,39.838,143.4983,19.89,4.8,mb,,125,2.19,0.84,us,usc000trzp,2015-02-21T05:08:28.820Z,"134km E of Miyako, Japan",earthquake
2015-02-20T20:57:40.000Z,63.0204,-150.4429,13.2,0.8,ml,,,,0.39,ak,ak11514208,2015-02-24T18:49:59.799Z,"79km NNW of Talkeetna, Alaska",earthquake
2015-02-20T20:55:10.210Z,34.0496667,-117.4828333,5.72,1.05,ml,5,160,0.158,0.1,ci,ci37098383,2015-02-20T22:17:05.978Z,"4km N of Glen Avon, California",earthquake
2015-02-20T20:54:33.020Z,38.916,-122.6883333,0.01,1.4,md,32,94,0.02633,0.12,nc,nc72398370,2015-02-21T04:14:04.812Z,"6km W of Lower Lake, California",quarry blast
2015-02-20T20:53:38.760Z,-15.2163,-75.8579,37.09,4.4,mb,,170,3.349,0.67,us,usc000tssz,2015-02-24T16:32:31.427Z,"80km W of Minas de Marcona, Peru",earthquake
2015-02-20T20:50:17.500Z,18.9066,-64.1819,25,2.2,Md,3,338.4,0.63780385,0.3,pr,pr15051008,2015-02-21T00:25:02.813Z,"71km NE of Road Town, British Virgin Islands",earthquake
2015-02-20T20:48:41.000Z,59.6184,-151.0341,6.9,1.7,ml,,,,0.42,ak,ak11514207,2015-02-24T18:50:55.412Z,"19km SE of Fritz Creek, Alaska",earthquake
2015-02-20T20:45:43.000Z,62.705,-149.7083,66.6,1.3,ml,,,,0.38,ak,ak11514205,2015-02-24T18:49:43.291Z,"47km NNE of Talkeetna, Alaska",earthquake
2015-02-20T20:43:24.720Z,38.7866669,-122.7471695,3.63,0.98,md,20,43,0.008852,0.05,nc,nc72398365,2015-02-20T21:15:09.087Z,"1km NE of The Geysers, California",earthquake
2015-02-20T20:38:51.050Z,35.7658333,-121.5731667,6.51,1.66,md,32,220,0.2128,0.21,nc,nc72398355,2015-02-21T05:40:05.817Z,"37km WNW of San Simeon, California",earthquake
2015-02-20T20:38:35.300Z,19.2924,-65.9144,61,3,Md,9,284.4,0.99712997,0.33,pr,pr15051007,2015-02-21T16:53:41.040Z,"93km NNE of San Juan, Puerto Rico",earthquake
2015-02-20T20:32:00.500Z,18.3129,-64.6818,16,1.3,Md,3,223.2,0.11947593,0.15,pr,pr15051006,2015-02-20T23:56:48.635Z,"13km SSW of Road Town, British Virgin Islands",earthquake
2015-02-20T20:25:27.880Z,35.121,137.5651,286.52,4.3,mb,,69,0.494,0.91,us,usc000trz7,2015-02-21T16:45:13.914Z,"25km NNE of Shinshiro, Japan",earthquake
2015-02-20T20:14:15.790Z,36.0195,-117.8001667,0.13,-0.04,ml,8,75,0.02887,0.11,ci,ci37098335,2015-02-21T03:08:11.388Z,"13km NE of Little Lake, California",earthquake
2015-02-20T20:13:41.000Z,54.23,-162.3061,8.6,2.5,ml,,,,0.93,ak,ak11516972,2015-02-24T18:54:09.038Z,"99km SE of False Pass, Alaska",earthquake
2015-02-20T20:11:23.000Z,57.6723,-155.7806,6.9,1.7,ml,,,,0.22,ak,ak11516971,2015-02-24T18:50:24.951Z,"108km W of Larsen Bay, Alaska",earthquake
2015-02-20T20:09:35.000Z,63.0486,-151.5822,7.5,1.4,ml,,,,0.87,ak,ak11514203,2015-02-24T18:49:42.459Z,"110km NW of Talkeetna, Alaska",earthquake
2015-02-20T20:07:57.000Z,58.8891,-138.0118,9.7,3,ml,,,,0.83,ak,ak11514200,2015-02-24T18:52:04.046Z,"122km SE of Yakutat, Alaska",earthquake
2015-02-20T20:04:25.340Z,36.075,-117.578,5.97,0.56,ml,13,134,0.07407,0.4,ci,ci37098303,2015-02-20T22:51:05.359Z,"33km ENE of Little Lake, California",earthquake
2015-02-20T20:02:49.170Z,38.8178329,-122.8115005,2.21,1.57,md,31,40,0.005665,0.03,nc,nc72398335,2015-02-21T00:11:02.438Z,"6km NW of The Geysers, California",earthquake
2015-02-20T19:57:24.800Z,38.8113327,-122.80867,2.77,0.82,md,13,50,0.01097,0.02,nc,nc72398330,2015-02-20T19:58:59.600Z,"5km NW of The Geysers, California",earthquake
2015-02-20T19:48:40.000Z,59.4272,-152.2555,60.4,2.3,ml,,,,0.54,ak,ak11514197,2015-02-24T18:54:46.915Z,"45km SSW of Anchor Point, Alaska",earthquake
2015-02-20T19:44:23.690Z,38.8031654,-122.7860031,3.6,0.88,md,17,52,0.008706,0.03,nc,nc72398315,2015-02-20T19:46:01.090Z,"3km NW of The Geysers, California",earthquake
2015-02-20T19:32:18.051Z,41.8301,-119.6476,0,0.73,ml,4,227.85,0.167,0.0493,nn,nn00483772,2015-02-20T20:53:08.946Z,"70km SE of Lakeview, Oregon",earthquake
2015-02-20T19:30:13.080Z,44.802,-111.0116667,5.4,1.98,ml,23,121,0.043,0.15,uu,uu60102472,2015-02-23T16:29:55.710Z,"17km NNE of West Yellowstone, Montana",earthquake
2015-02-20T19:28:28.160Z,41.9086,142.6757,63.67,5.3,mwr,,91,0.372,0.88,us,usc000tryp,2015-02-21T16:20:27.732Z,"53km SSE of Shizunai, Japan",earthquake
2015-02-20T19:26:09.370Z,36.0611667,-117.5915,2.22,0.17,ml,6,132,0.08311,0.12,ci,ci37098247,2015-02-21T03:02:02.666Z,"32km ENE of Little Lake, California",earthquake
2015-02-20T19:22:52.000Z,61.0831,-150.8164,59.8,1.6,ml,,,,0.64,ak,ak11514190,2015-02-24T18:50:33.311Z,"50km NNE of Nikiski, Alaska",earthquake
2015-02-20T19:21:33.000Z,63.0814,-151.4637,6.6,0.8,ml,,,,0.65,ak,ak11516966,2015-02-24T18:50:23.381Z,"109km NW of Talkeetna, Alaska",earthquake
